y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
6,81,25,25,MA,Suffolk County,105,128,15654
6,81,6,61,CA,Placer County,100,159,13584
6,81,48,453,TX,Travis County,97,137,27636
6,81,6,71,CA,San Bernardino County,95,148,8926
6,81,42,3,PA,Allegheny County,95,113,11190
6,81,48,201,TX,Harris County,92,143,21479
6,81,6,53,CA,Monterey County,84,115,10832
6,81,15,3,HI,Honolulu County,83,115,7242
6,81,34,17,NJ,Hudson County,81,117,20289
6,81,6,111,CA,Ventura County,74,107,21887
6,81,41,51,OR,Multnomah County,74,92,7403
6,81,48,113,TX,Dallas County,71,108,15297
6,81,36,47,NY,Kings County,69,85,9974
6,81,36,81,NY,Queens County,69,90,7189
6,81,42,101,PA,Philadelphia County,67,82,5996
6,81,6,19,CA,Fresno County,66,106,5947
6,81,6,83,CA,Santa Barbara County,66,89,10944
6,81,26,161,MI,Washtenaw County,63,74,5653
6,81,32,31,NV,Washoe County,63,94,8545
6,81,13,121,GA,Fulton County,62,86,10950
6,81,51,59,VA,Fairfax County,60,90,9104
6,81,11,1,DC,District of Columbia,59,71,6561
6,81,24,31,MD,Montgomery County,56,91,9340
6,81,6,17,CA,El Dorado County,54,77,6373
6,81,8,31,CO,Denver County,53,67,5746
6,81,6,55,CA,Napa County,52,74,8621
6,81,6,47,CA,Merced County,51,91,3567
6,81,6,29,CA,Kern County,50,85,3574
6,81,27,53,MN,Hennepin County,50,77,7135
6,81,49,35,UT,Salt Lake County,48,78,6549
6,81,12,86,FL,Miami-Dade County,46,75,3303
6,81,26,125,MI,Oakland County,46,55,7257
6,81,41,67,OR,Washington County,43,61,5786
6,81,6,79,CA,San Luis Obispo County,38,52,4891
6,81,37,63,NC,Durham County,38,52,3480
6,81,55,25,WI,Dane County,37,43,2781
6,81,26,163,MI,Wayne County,36,62,4506
6,81,34,3,NJ,Bergen County,36,55,6395
6,81,6,57,CA,Nevada County,35,66,8259
6,81,12,11,FL,Broward County,35,51,4061
6,81,39,35,OH,Cuyahoga County,35,53,4334
6,81,48,85,TX,Collin County,35,54,4167
6,81,4,19,AZ,Pima County,34,44,3253
6,81,25,21,MA,Norfolk County,34,50,4290
6,81,48,439,TX,Tarrant County,34,60,4508
6,81,13,89,GA,DeKalb County,33,48,3440
6,81,37,183,NC,Wake County,32,41,3272
6,81,6,7,CA,Butte County,31,33,1532
6,81,17,19,IL,Champaign County,31,38,3974
6,81,8,13,CO,Boulder County,30,33,7470
6,81,36,119,NY,Westchester County,29,39,7567
6,81,39,49,OH,Franklin County,29,40,4169
6,81,29,189,MO,St. Louis County,28,44,3353
6,81,36,103,NY,Suffolk County,28,42,3438
6,81,8,5,CO,Arapahoe County,27,39,2804
6,81,9,170,CT,South Central Connecticut Plannin,27,37,4375
6,81,36,55,NY,Monroe County,27,36,2667
6,81,48,29,TX,Bexar County,27,34,3278
6,81,49,49,UT,Utah County,27,40,2819
6,81,51,13,VA,Arlington County,26,29,5085
6,81,6,107,CA,Tulare County,25,43,1492
6,81,12,99,FL,Palm Beach County,25,43,3196
6,81,34,23,NJ,Middlesex County,25,27,2844
6,81,36,59,NY,Nassau County,25,36,4895
6,81,9,190,CT,Western Connecticut Planning Regi,24,43,8699
6,81,17,43,IL,DuPage County,24,31,3043
6,81,34,21,NJ,Mercer County,24,32,4292
6,81,53,61,WA,Snohomish County,24,34,4439
6,81,12,57,FL,Hillsborough County,23,28,3024
6,81,24,510,MD,Baltimore city,23,27,2340
6,81,36,109,NY,Tompkins County,23,29,2302
6,81,18,157,IN,Tippecanoe County,22,29,2066
6,81,41,5,OR,Clackamas County,22,33,2710
6,81,42,91,PA,Montgomery County,22,30,2770
6,81,48,491,TX,Williamson County,22,32,3380
6,81,55,79,WI,Milwaukee County,22,34,2356
6,81,13,67,GA,Cobb County,21,34,3017
6,81,6,9,CA,Calaveras County,20,28,2015
6,81,6,23,CA,Humboldt County,20,25,999
6,81,35,1,NM,Bernalillo County,20,25,2169
6,81,47,37,TN,Davidson County,20,26,1865
6,81,53,53,WA,Pierce County,20,26,2162
6,81,57,5,FR,Foreign - APO/FPO ZIPs,20,33,1698
6,81,58,0,SS,Other flows - Same State,149,213,22405
6,81,59,0,DS,Other flows - Different State,2026,2944,237784
6,81,59,1,DS,Other flows - Northeast,443,637,63988
6,81,59,3,DS,Other flows - Midwest,376,542,44610
6,81,59,5,DS,Other flows - South,771,1151,82170
6,81,59,7,DS,Other flows - West,436,614,47016
6,81,57,9,FR,Foreign - Other flows,-1,-1,-1
6,83,96,0,CA,Santa Barbara County Total Migration-US and Foreign,7989,12591,1352745
6,83,97,0,CA,Santa Barbara County Total Migration-US,7876,12361,1346534
6,83,97,1,CA,Santa Barbara County Total Migration-Same State,4928,7671,731335
6,83,97,3,CA,Santa Barbara County Total Migration-Different State,2948,4690,615199
6,83,98,0,CA,Santa Barbara County Total Migration-Foreign,113,230,6211
6,83,6,83,CA,Santa Barbara County Non-migrants,168570,335835,20192443
6,83,6,37,CA,Los Angeles County,1126,1664,220693
6,83,6,79,CA,San Luis Obispo County,709,1229,53316
6,83,6,111,CA,Ventura County,632,998,64571
6,83,6,73,CA,San Diego County,313,452,23707
6,83,6,59,CA,Orange County,275,392,25604
6,83,6,85,CA,Santa Clara County,168,261,65801
6,83,6,29,CA,Kern County,167,325,21974
6,83,6,65,CA,Riverside County,150,231,11045
6,83,6,1,CA,Alameda County,145,202,28262
6,83,6,71,CA,San Bernardino County,132,216,6149
6,83,6,75,CA,San Francisco County,121,174,79903
6,83,57,5,FR,Foreign - APO/FPO ZIPs,113,230,6211
6,83,4,13,AZ,Maricopa County,110,155,7249
6,83,6,19,CA,Fresno County,110,195,8029
6,83,32,3,NV,Clark County,105,164,7372
6,83,53,33,WA,King County,91,124,17797
6,83,6,67,CA,Sacramento County,89,124,5671
6,83,6,13,CA,Contra Costa County,84,139,13412
6,83,6,81,CA,San Mateo County,79,125,58152
6,83,6,53,CA,Monterey County,78,120,4067
6,83,8,41,CO,El Paso County,60,116,4273
6,83,6,87,CA,Santa Cruz County,55,77,8628
6,83,17,31,IL,Cook County,55,92,12920
6,83,15,3,HI,Honolulu County,53,99,3328
6,83,36,61,NY,New York County,53,67,11312
6,83,41,51,OR,Multnomah County,52,69,11920
6,83,8,31,CO,Denver County,47,59,3891
6,83,6,97,CA,Sonoma County,41,60,2138
6,83,6,107,CA,Tulare County,41,68,2254
6,83,4,19,AZ,Pima County,38,50,1963
6,83,6,99,CA,Stanislaus County,38,68,1996
6,83,6,41,CA,Marin County,34,47,10751
6,83,36,47,NY,Kings County,33,41,3956
6,83,38,101,ND,Ward County,32,70,2047
6,83,56,21,WY,Laramie County,31,76,1658
6,83,6,61,CA,Placer County,30,42,2654
6,83,48,201,TX,Harris County,28,34,2101
6,83,25,17,MA,Middlesex County,27,37,2380
6,83,6,7,CA,Butte County,26,32,933
6,83,49,35,UT,Salt Lake County,26,44,4317
6,83,48,453,TX,Travis County,25,34,2242
6,83,25,25,MA,Suffolk County,24,29,3154
6,83,6,47,CA,Merced County,23,29,1008
6,83,6,77,CA,San Joaquin County,22,43,1209
6,83,11,1,DC,District of Columbia,22,37,2497
6,83,30,13,MT,Cascade County,22,38,1146
6,83,48,29,TX,Bexar County,22,46,1095
6,83,53,53,WA,Pierce County,22,40,1739
6,83,41,17,OR,Deschutes County,21,32,3655
6,83,4,25,AZ,Yavapai County,20,24,1237
6,83,6,17,CA,El Dorado County,20,26,1286
6,83,8,13,CO,Boulder County,20,37,2236
6,83,58,0,SS,Other flows - Same State,220,338,12797
6,83,59,0,DS,Other flows - Different State,1909,3083,247732
6,83,59,1,DS,Other flows - Northeast,270,411,42868
6,83,59,3,DS,Other flows - Midwest,346,525,72209
6,83,59,5,DS,Other flows - South,699,1205,69254
6,83,59,7,DS,Other flows - West,594,942,63400
6,83,57,9,FR,Foreign - Other flows,-1,-1,-1
6,85,96,0,CA,Santa Clara County Total Migration-US and Foreign,45121,66991,8301047
6,85,97,0,CA,Santa Clara County Total Migration-US,45074,66899,8297899
6,85,97,1,CA,Santa Clara County Total Migration-Same State,25699,39059,4891077
6,85,97,3,CA,Santa Clara County Total Migration-Different State,19375,27840,3406822
6,85,98,0,CA,Santa Clara County Total Migration-Foreign,47,92,3148
6,85,6,85,CA,Santa Clara County Non-migrants,760602,1513782,203847228
6,85,6,1,CA,Alameda County,5221,8248,1032601
6,85,6,81,CA,San Mateo County,4305,6869,1255517
6,85,6,37,CA,Los Angeles County,2388,3209,546738
6,85,6,75,CA,San Francisco County,2181,2960,762482
6,85,53,33,WA,King County,1356,1903,342689
6,85,6,73,CA,San Diego County,1208,1705,165801
6,85,6,13,CA,Contra Costa County,1104,1685,159565
6,85,6,59,CA,Orange County,1019,1448,130624
6,85,6,67,CA,Sacramento County,1009,1500,89300
6,85,6,87,CA,Santa Cruz County,966,1444,108123
6,85,6,77,CA,San Joaquin County,816,1445,60428
6,85,6,53,CA,Monterey County,642,1003,59516
6,85,17,31,IL,Cook County,607,840,93123
6,85,4,13,AZ,Maricopa County,584,850,89493
6,85,25,17,MA,Middlesex County,580,824,93069
6,85,6,69,CA,San Benito County,517,929,34071
6,85,6,99,CA,Stanislaus County,465,838,23754
6,85,36,61,NY,New York County,410,562,407107
6,85,6,47,CA,Merced County,409,757,22484
6,85,42,3,PA,Allegheny County,392,463,63217
6,85,6,65,CA,Riverside County,370,524,35028
6,85,48,453,TX,Travis County,359,492,65164
6,85,34,17,NJ,Hudson County,357,496,69914
6,85,6,19,CA,Fresno County,333,496,21738
6,85,32,3,NV,Clark County,316,506,38769
6,85,48,201,TX,Harris County,311,487,43781
6,85,25,25,MA,Suffolk County,308,372,64367
6,85,13,121,GA,Fulton County,248,320,44779
6,85,6,97,CA,Sonoma County,243,332,18900
6,85,48,85,TX,Collin County,243,376,36356
6,85,6,71,CA,San Bernardino County,240,343,19409
6,85,37,183,NC,Wake County,239,305,30468
6,85,6,95,CA,Solano County,234,344,16001
6,85,41,67,OR,Washington County,234,403,39078
6,85,26,161,MI,Washtenaw County,229,293,22400
6,85,6,61,CA,Placer County,216,316,34679
6,85,26,125,MI,Oakland County,215,353,29779
6,85,36,47,NY,Kings County,212,280,40857
6,85,6,83,CA,Santa Barbara County,208,280,26539
6,85,36,81,NY,Queens County,204,285,29933
6,85,48,113,TX,Dallas County,203,270,29151
6,85,6,113,CA,Yolo County,196,247,12316
6,85,51,59,VA,Fairfax County,193,259,26362
6,85,42,101,PA,Philadelphia County,190,229,18653
6,85,17,19,IL,Champaign County,172,206,17621
6,85,32,31,NV,Washoe County,167,255,32204
6,85,6,111,CA,Ventura County,165,233,20388
6,85,24,31,MD,Montgomery County,163,260,27301
6,85,6,79,CA,San Luis Obispo County,154,213,14727
6,85,27,53,MN,Hennepin County,154,231,24184
6,85,15,3,HI,Honolulu County,153,221,16538
6,85,6,41,CA,Marin County,152,239,53086
6,85,41,51,OR,Multnomah County,152,213,18090
6,85,49,35,UT,Salt Lake County,143,219,16780
6,85,12,86,FL,Miami-Dade County,133,197,19068
6,85,6,29,CA,Kern County,132,201,10441
6,85,11,1,DC,District of Columbia,124,151,14145
6,85,25,21,MA,Norfolk County,114,161,16421
6,85,6,17,CA,El Dorado County,113,175,14638
6,85,34,23,NJ,Middlesex County,113,173,13931
6,85,36,55,NY,Monroe County,111,134,8784
6,85,48,439,TX,Tarrant County,111,155,9755
6,85,53,61,WA,Snohomish County,111,195,17737
6,85,39,49,OH,Franklin County,109,139,10970
6,85,48,41,TX,Brazos County,107,125,10729
6,85,12,11,FL,Broward County,106,151,16719
6,85,4,19,AZ,Pima County,104,143,9577
6,85,55,25,WI,Dane County,104,131,10838
6,85,12,95,FL,Orange County,96,132,10547
6,85,8,13,CO,Boulder County,94,136,17265
6,85,36,103,NY,Suffolk County,94,134,11147
6,85,8,31,CO,Denver County,92,127,12762
6,85,26,163,MI,Wayne County,92,139,11390
6,85,18,157,IN,Tippecanoe County,91,107,7455
6,85,16,1,ID,Ada County,90,158,14027
6,85,34,3,NJ,Bergen County,90,155,15259
6,85,37,119,NC,Mecklenburg County,90,117,12467
6,85,48,491,TX,Williamson County,88,162,16408
6,85,51,13,VA,Arlington County,86,115,11673
6,85,36,109,NY,Tompkins County,84,104,8626
6,85,24,33,MD,Prince George's County,82,97,7225
6,85,12,1,FL,Alachua County,80,104,6743
6,85,9,170,CT,South Central Connecticut Plannin,78,107,9985
6,85,42,91,PA,Montgomery County,77,109,18065
6,85,24,510,MD,Baltimore city,75,87,6410
6,85,37,63,NC,Durham County,75,95,9970
6,85,48,121,TX,Denton County,75,119,10363
6,85,6,7,CA,Butte County,73,90,4769
6,85,6,107,CA,Tulare County,70,131,5030
6,85,48,29,TX,Bexar County,68,108,6836
6,85,48,157,TX,Fort Bend County,68,118,11105
6,85,17,43,IL,DuPage County,67,100,11237
6,85,36,29,NY,Erie County,67,79,5725
6,85,17,97,IL,Lake County,65,108,12228
6,85,29,189,MO,St. Louis County,65,92,6663
6,85,42,27,PA,Centre County,65,72,4852
6,85,8,5,CO,Arapahoe County,64,101,8114
6,85,13,67,GA,Cobb County,64,88,10132
6,85,6,39,CA,Madera County,63,89,3795
6,85,9,190,CT,Western Connecticut Planning Regi,63,99,12204
6,85,12,99,FL,Palm Beach County,63,107,7999
6,85,13,89,GA,DeKalb County,62,92,6854
6,85,25,27,MA,Worcester County,62,92,7753
6,85,6,55,CA,Napa County,61,89,8280
6,85,12,57,FL,Hillsborough County,59,86,5708
6,85,36,59,NY,Nassau County,59,90,9057
6,85,5,7,AR,Benton County,58,87,11148
6,85,20,91,KS,Johnson County,58,83,6995
6,85,36,119,NY,Westchester County,57,96,12002
6,85,53,53,WA,Pierce County,57,71,3897
6,85,35,1,NM,Bernalillo County,56,83,5936
6,85,39,61,OH,Hamilton County,56,88,7046
6,85,13,135,GA,Gwinnett County,55,75,4588
6,85,18,97,IN,Marion County,55,69,5607
6,85,39,35,OH,Cuyahoga County,54,76,6546
6,85,53,11,WA,Clark County,54,88,6430
6,85,6,57,CA,Nevada County,53,82,7481
6,85,8,41,CO,El Paso County,53,83,5594
6,85,34,27,NJ,Morris County,52,92,16650
6,85,47,37,TN,Davidson County,52,72,4959
6,85,55,79,WI,Milwaukee County,52,66,4963
6,85,51,121,VA,Montgomery County,51,64,3787
6,85,47,157,TN,Shelby County,48,64,5107
6,85,49,49,UT,Utah County,48,85,5569
6,85,8,69,CO,Larimer County,47,65,4971
6,85,57,5,FR,Foreign - APO/FPO ZIPs,47,92,3148
6,85,24,5,MD,Baltimore County,46,54,4039
6,85,41,39,OR,Lane County,46,61,4045
6,85,44,7,RI,Providence County,46,56,4251
6,85,8,35,CO,Douglas County,45,84,8291
6,85,24,27,MD,Howard County,45,67,6370
6,85,34,21,NJ,Mercer County,45,71,6198
6,85,6,89,CA,Shasta County,43,67,2772
6,85,8,59,CO,Jefferson County,43,64,5112
6,85,9,110,CT,Capitol Planning Region,43,58,4465
6,85,18,105,IN,Monroe County,43,53,4049
6,85,27,123,MN,Ramsey County,43,57,3780
6,85,34,13,NJ,Essex County,42,70,10311
6,85,6,23,CA,Humboldt County,41,50,2608
6,85,34,35,NJ,Somerset County,41,65,6107
6,85,48,141,TX,El Paso County,40,65,3356
6,85,25,15,MA,Hampshire County,39,45,3305
6,85,29,510,MO,St. Louis city,39,43,3641
6,85,26,65,MI,Ingham County,38,45,2962
6,85,41,5,OR,Clackamas County,36,54,4270
6,85,51,107,VA,Loudoun County,35,45,3741
6,85,10,3,DE,New Castle County,34,46,3485
6,85,12,103,FL,Pinellas County,34,49,5091
6,85,6,9,CA,Calaveras County,33,66,4044
6,85,6,31,CA,Kings County,33,64,1831
6,85,6,45,CA,Mendocino County,33,45,1586
6,85,19,169,IA,Story County,33,44,2558
6,85,47,93,TN,Knox County,33,56,3823
6,85,21,111,KY,Jefferson County,32,43,3405
6,85,26,99,MI,Macomb County,32,48,3506
6,85,6,109,CA,Tuolumne County,31,46,2031
6,85,18,5,IN,Bartholomew County,31,58,4598
6,85,40,109,OK,Oklahoma County,31,51,4676
6,85,26,81,MI,Kent County,30,48,2250
6,85,34,25,NJ,Monmouth County,30,46,3459
6,85,36,67,NY,Onondaga County,30,34,2575
6,85,48,339,TX,Montgomery County,30,58,3796
6,85,36,1,NY,Albany County,29,35,3171
6,85,41,3,OR,Benton County,29,41,2275
6,85,41,17,OR,Deschutes County,29,41,4832
6,85,12,117,FL,Seminole County,28,47,3064
6,85,15,1,HI,Hawaii County,28,51,3518
6,85,24,3,MD,Anne Arundel County,28,43,2993
6,85,29,95,MO,Jackson County,28,40,3234
6,85,42,29,PA,Chester County,28,40,4181
6,85,8,1,CO,Adams County,27,39,2335
6,85,34,39,NJ,Union County,27,46,7712
6,85,45,45,SC,Greenville County,27,41,3632
6,85,51,87,VA,Henrico County,27,43,3619
6,85,31,55,NE,Douglas County,26,45,6011
6,85,36,5,NY,Bronx County,26,37,3656
6,85,6,101,CA,Sutter County,25,54,2205
6,85,17,197,IL,Will County,25,33,2736
6,85,25,9,MA,Essex County,25,33,2808
6,85,36,91,NY,Saratoga County,25,39,3438
6,85,51,810,VA,Virginia Beach city,25,38,2100
6,85,6,33,CA,Lake County,24,38,2047
6,85,12,31,FL,Duval County,24,45,2257
6,85,37,81,NC,Guilford County,24,32,2738
6,85,15,9,HI,Maui County,23,35,3700
6,85,20,173,KS,Sedgwick County,23,26,1443
6,85,33,9,NH,Grafton County,23,33,3712
6,85,39,165,OH,Warren County,23,38,2208
6,85,18,57,IN,Hamilton County,22,38,2782
6,85,18,141,IN,St. Joseph County,22,32,2795
6,85,36,7,NY,Broome County,22,24,1811
6,85,37,135,NC,Orange County,22,33,3264
6,85,41,29,OR,Jackson County,22,34,1390
6,85,53,63,WA,Spokane County,22,46,3972
6,85,6,115,CA,Yuba County,21,38,2360
6,85,8,14,CO,Broomfield County,21,23,1774
6,85,22,33,LA,East Baton Rouge Parish,21,31,1720
6,85,33,11,NH,Hillsborough County,21,44,4431
6,85,40,143,OK,Tulsa County,21,30,1223
6,85,42,77,PA,Lehigh County,21,38,2281
6,85,53,67,WA,Thurston County,21,38,2251
6,85,55,133,WI,Waukesha County,21,40,4109
6,85,13,117,GA,Forsyth County,20,32,2478
6,85,31,109,NE,Lancaster County,20,29,2493
6,85,37,51,NC,Cumberland County,20,31,1379
6,85,37,67,NC,Forsyth County,20,36,2688
6,85,58,0,SS,Other flows - Same State,89,137,6144
6,85,59,0,DS,Other flows - Different State,3260,4925,405273
6,85,59,1,DS,Other flows - Northeast,524,756,60250
6,85,59,3,DS,Other flows - Midwest,825,1225,93982
6,85,59,5,DS,Other flows - South,1296,1987,135133
6,85,59,7,DS,Other flows - West,615,957,115908
6,85,57,9,FR,Foreign - Other flows,-1,-1,-1
6,87,96,0,CA,Santa Cruz County Total Migration-US and Foreign,5671,8782,773412
6,87,97,0,CA,Santa Cruz County Total Migration-US,5671,8782,773412
6,87,97,1,CA,Santa Cruz County Total Migration-Same State,4243,6652,624184
6,87,97,3,CA,Santa Cruz County Total Migration-Different State,1428,2130,149228
6,87,6,87,CA,Santa Cruz County Non-migrants,104986,200209,14586997
6,87,6,85,CA,Santa Clara County,1166,1973,308872
6,87,6,53,CA,Monterey County,528,1002,29990
6,87,6,1,CA,Alameda County,294,419,37958
6,87,6,37,CA,Los Angeles County,253,343,21773
6,87,6,81,CA,San Mateo County,218,346,48095
6,87,6,75,CA,San Francisco County,201,282,35809
6,87,6,73,CA,San Diego County,160,215,12188
6,87,6,13,CA,Contra Costa County,132,199,15867
6,87,6,67,CA,Sacramento County,113,161,11468
6,87,6,59,CA,Orange County,86,114,11177
6,87,6,97,CA,Sonoma County,75,94,5540
6,87,53,33,WA,King County,69,101,8892
6,87,6,69,CA,San Benito County,68,126,6547
6,87,6,65,CA,Riverside County,61,94,3805
6,87,6,77,CA,San Joaquin County,61,88,5721
6,87,6,79,CA,San Luis Obispo County,60,75,3232
6,87,6,83,CA,Santa Barbara County,58,79,3914
6,87,6,41,CA,Marin County,53,76,11147
6,87,6,47,CA,Merced County,51,86,1903
6,87,6,19,CA,Fresno County,46,84,3582
6,87,6,61,CA,Placer County,45,72,5679
6,87,6,111,CA,Ventura County,45,65,2851
6,87,41,51,OR,Multnomah County,39,60,2921
6,87,6,17,CA,El Dorado County,38,52,4126
6,87,6,99,CA,Stanislaus County,37,54,1519
6,87,6,113,CA,Yolo County,37,53,2169
6,87,6,29,CA,Kern County,33,44,2248
6,87,6,57,CA,Nevada County,33,47,2712
6,87,6,71,CA,San Bernardino County,33,54,2571
6,87,4,13,AZ,Maricopa County,31,51,4283
6,87,17,31,IL,Cook County,30,37,4221
6,87,32,3,NV,Clark County,29,43,2021
6,87,6,95,CA,Solano County,28,41,3348
6,87,15,3,HI,Honolulu County,27,39,1411
6,87,6,7,CA,Butte County,26,34,1323
6,87,36,47,NY,Kings County,25,32,2381
6,87,32,31,NV,Washoe County,23,32,1463
6,87,48,453,TX,Travis County,23,36,2490
6,87,6,23,CA,Humboldt County,22,27,586
6,87,6,39,CA,Madera County,21,32,1118
6,87,6,55,CA,Napa County,21,28,2882
6,87,6,107,CA,Tulare County,21,37,1027
6,87,58,0,SS,Other flows - Same State,119,167,8621
6,87,59,0,DS,Other flows - Different State,1132,1701,117367
6,87,59,1,DS,Other flows - Northeast,193,260,18882
6,87,59,3,DS,Other flows - Midwest,157,257,15542
6,87,59,5,DS,Other flows - South,302,457,24598
6,87,59,7,DS,Other flows - West,480,727,58345
6,87,57,9,FR,Foreign - Other flows,-1,-1,-1
6,89,96,0,CA,Shasta County Total Migration-US and Foreign,4078,7165,265927
6,89,97,0,CA,Shasta County Total Migration-US,4078,7165,265927
6,89,97,1,CA,Shasta County Total Migration-Same State,2738,4849,180655
6,89,97,3,CA,Shasta County Total Migration-Different State,1340,2316,85272
6,89,6,89,CA,Shasta County Non-migrants,64654,128464,5007627
6,89,6,103,CA,Tehama County,384,702,23292
6,89,6,67,CA,Sacramento County,214,350,12847
6,89,6,7,CA,Butte County,175,274,8454
6,89,6,23,CA,Humboldt County,146,260,7223
6,89,6,37,CA,Los Angeles County,137,246,8134
6,89,6,1,CA,Alameda County,114,195,11100
6,89,6,93,CA,Siskiyou County,106,179,5539
6,89,6,13,CA,Contra Costa County,105,215,10377
6,89,6,97,CA,Sonoma County,93,160,7117
6,89,6,85,CA,Santa Clara County,86,139,9549
6,89,6,73,CA,San Diego County,78,119,4008
6,89,6,65,CA,Riverside County,73,126,3496
6,89,6,95,CA,Solano County,70,114,4749
6,89,6,61,CA,Placer County,57,101,4729
6,89,6,59,CA,Orange County,55,96,4553
6,89,6,105,CA,Trinity County,54,107,3116
6,89,6,71,CA,San Bernardino County,52,113,2884
6,89,6,77,CA,San Joaquin County,45,84,2628
6,89,6,35,CA,Lassen County,40,65,2133
6,89,6,87,CA,Santa Cruz County,40,78,2654
6,89,6,111,CA,Ventura County,38,68,3297
6,89,41,29,OR,Jackson County,35,56,1806
6,89,41,51,OR,Multnomah County,35,48,1461
6,89,6,81,CA,San Mateo County,33,52,3431
6,89,6,19,CA,Fresno County,32,48,1187
6,89,6,45,CA,Mendocino County,31,60,3404
6,89,6,29,CA,Kern County,30,61,1912
6,89,4,13,AZ,Maricopa County,29,53,2450
6,89,53,33,WA,King County,29,45,1215
6,89,32,3,NV,Clark County,28,46,1189
6,89,6,21,CA,Glenn County,27,55,1620
6,89,6,53,CA,Monterey County,27,44,1327
6,89,6,57,CA,Nevada County,27,37,1136
6,89,32,31,NV,Washoe County,27,43,1942
6,89,6,75,CA,San Francisco County,24,32,2289
6,89,6,83,CA,Santa Barbara County,24,42,1051
6,89,6,99,CA,Stanislaus County,24,41,1206
6,89,6,79,CA,San Luis Obispo County,23,47,1314
6,89,6,113,CA,Yolo County,23,50,1265
6,89,6,49,CA,Modoc County,22,36,908
6,89,41,39,OR,Lane County,22,35,1079
6,89,6,17,CA,El Dorado County,20,28,1315
6,89,53,53,WA,Pierce County,20,41,1213
6,89,58,0,SS,Other flows - Same State,209,426,12340
6,89,59,0,DS,Other flows - Different State,1115,1953,62982
6,89,59,1,DS,Other flows - Northeast,89,135,4402
6,89,59,3,DS,Other flows - Midwest,166,289,7017
6,89,59,5,DS,Other flows - South,327,574,18049
6,89,59,7,DS,Other flows - West,533,955,33516
6,89,57,9,FR,Foreign - Other flows,-1,-1,-1
6,91,96,0,CA,Sierra County Total Migration-US and Foreign,87,147,6847
6,91,97,0,CA,Sierra County Total Migration-US,87,147,6847
6,91,97,1,CA,Sierra County Total Migration-Same State,65,108,5752
6,91,97,3,CA,Sierra County Total Migration-Different State,22,39,1095
6,91,6,91,CA,Sierra County Non-migrants,1015,1907,69498
6,91,58,0,SS,Other flows - Same State,65,108,5752
6,91,59,0,DS,Other flows - Different State,22,39,1095
6,91,59,1,DS,Other flows - Northeast,-1,-1,-1
6,91,59,3,DS,Other flows - Midwest,-1,-1,-1
6,91,59,5,DS,Other flows - South,-1,-1,-1
6,91,59,7,DS,Other flows - West,22,39,1095
6,93,96,0,CA,Siskiyou County Total Migration-US and Foreign,1041,1758,66598
6,93,97,0,CA,Siskiyou County Total Migration-US,1041,1758,66598
6,93,97,1,CA,Siskiyou County Total Migration-Same State,615,1075,45901
6,93,97,3,CA,Siskiyou County Total Migration-Different State,426,683,20698
6,93,6,93,CA,Siskiyou County Non-migrants,15758,30870,1046823
6,93,6,89,CA,Shasta County,84,142,4114
6,93,41,29,OR,Jackson County,56,86,2527
6,93,6,37,CA,Los Angeles County,44,69,3004
6,93,6,67,CA,Sacramento County,41,75,2319
6,93,41,35,OR,Klamath County,41,76,1427
6,93,6,97,CA,Sonoma County,35,58,2436
6,93,6,1,CA,Alameda County,26,36,3323
6,93,6,23,CA,Humboldt County,25,44,1124
6,93,6,13,CA,Contra Costa County,22,36,1789
6,93,6,7,CA,Butte County,21,31,1690
6,93,6,73,CA,San Diego County,21,33,1365
6,93,58,0,SS,Other flows - Same State,296,551,24736
6,93,59,0,DS,Other flows - Different State,329,521,16744
6,93,59,1,DS,Other flows - Northeast,22,30,2053
6,93,59,3,DS,Other flows - Midwest,44,73,2799
6,93,59,5,DS,Other flows - South,59,90,2230
6,93,59,7,DS,Other flows - West,204,328,9662
6,93,57,9,FR,Foreign - Other flows,-1,-1,-1
6,95,96,0,CA,Solano County Total Migration-US and Foreign,11976,21275,922114
6,95,97,0,CA,Solano County Total Migration-US,11803,20898,911818
6,95,97,1,CA,Solano County Total Migration-Same State,9138,16057,736841
6,95,97,3,CA,Solano County Total Migration-Different State,2665,4841,174977
6,95,98,0,CA,Solano County Total Migration-Foreign,173,377,10296
6,95,6,95,CA,Solano County Non-migrants,173090,341330,15348337
6,95,6,13,CA,Contra Costa County,2219,4085,197599
6,95,6,1,CA,Alameda County,1184,2116,111916
6,95,6,67,CA,Sacramento County,839,1370,52076
6,95,6,55,CA,Napa County,795,1459,54484
6,95,6,81,CA,San Mateo County,490,974,49612
6,95,6,75,CA,San Francisco County,452,734,40663
6,95,6,113,CA,Yolo County,440,767,30348
6,95,6,85,CA,Santa Clara County,310,544,34571
6,95,6,37,CA,Los Angeles County,305,493,18436
6,95,6,97,CA,Sonoma County,259,431,21242
6,95,6,77,CA,San Joaquin County,207,347,10900
6,95,6,41,CA,Marin County,198,362,15095
6,95,57,5,FR,Foreign - APO/FPO ZIPs,173,377,10296
6,95,6,73,CA,San Diego County,147,242,9580
6,95,6,61,CA,Placer County,115,177,11527
6,95,32,3,NV,Clark County,107,178,5004
6,95,6,59,CA,Orange County,102,168,7631
6,95,6,19,CA,Fresno County,91,129,5101
6,95,4,13,AZ,Maricopa County,88,159,5778
