SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,2,3,18,159,Indiana,Tipton County,15357,15392,15394,15325,15256,35,2,-69,-69,49,163,152,148,47,223,235,223,2,-60,-83,-75,0,8,5,6,30,47,17,0,30,55,22,6,3,7,-8,0,198,198,198,198,198,10.58922887,9.8961554738,9.679212583,14.487104528,15.299977213,14.584218959,-3.897875658,-5.403821739,-4.905006377,0.5197167544,0.3255314301,0.3924005101,3.0533359319,1.1068068622,0,3.5730526863,1.4323382923,0.3924005101
050,2,3,18,161,Indiana,Union County,7088,7082,7018,6967,6973,-6,-64,-51,6,20,77,72,62,22,109,91,90,-2,-32,-19,-28,0,2,0,1,-3,-35,-33,33,-3,-33,-33,34,-1,1,1,0,35,35,35,35,35,10.921985816,10.296746514,8.8952654232,15.460992908,13.013943511,12.912482066,-4.539007092,-2.717196997,-4.017216643,0.2836879433,0,0.143472023,-4.964539007,-4.719342152,4.7345767575,-4.680851064,-4.719342152,4.8780487805
050,2,3,18,163,Indiana,Vanderburgh County,180128,180336,180165,179563,179810,208,-171,-602,247,521,2038,2169,2159,569,2421,2389,2108,-48,-383,-220,51,7,114,166,196,212,-26,-447,-3,219,88,-281,193,37,124,-101,3,6728,6728,6708,6739,6742,11.306487361,12.059111329,12.015371216,13.431308096,13.282257706,11.731543549,-2.124820736,-1.223146377,0.2838276665,0.6324531693,0.9229195392,1.0907886792,-0.144243705,-2.485211048,-0.016695745,0.4882094641,-1.562291509,1.0740929341
050,2,3,18,165,Indiana,Vermillion County,15443,15409,15435,15433,15417,-34,26,-2,-16,48,166,167,171,55,229,238,227,-7,-63,-71,-56,0,3,6,4,-28,77,68,35,-28,80,74,39,1,9,-5,1,188,188,188,188,188,10.763843859,10.820266943,11.085899514,14.848917131,15.420500194,14.71636953,-4.085073272,-4.600233251,-3.630470016,0.1945272987,0.3887521057,0.2593192869,4.9928673324,4.4058571984,2.2690437601,5.187394631,4.7946093041,2.528363047
050,2,3,18,167,Indiana,Vigo County,106158,106130,106116,106082,106153,-28,-14,-34,71,307,1151,1148,1167,297,1405,1363,1226,10,-254,-215,-59,1,53,139,161,-68,99,107,-34,-67,152,246,127,29,88,-65,3,8879,8879,8845,8901,8907,10.845905223,10.82008313,10.997243621,13.239354334,12.846492427,11.553231088,-2.393449111,-2.026409297,-0.555987467,0.4994204838,1.3100971734,1.517186138,0.9328797716,1.0084920687,-0.320399557,1.4323002554,2.3185892421,1.1967865809
050,2,3,18,169,Indiana,Wabash County,30981,30934,30893,30842,30670,-47,-41,-51,-172,75,294,315,313,99,535,543,504,-24,-241,-228,-191,0,4,9,11,-25,183,184,8,-25,187,193,19,2,13,-16,0,1197,1197,1198,1198,1198,9.5104080741,10.204908075,10.176876057,17.306354829,17.591317729,16.38704643,-7.795946755,-7.386409654,-6.210170373,0.1293933071,0.2915688021,0.3576537911,5.9197438013,5.960962177,0.2601118481,6.0491371084,6.2525309792,0.6177656392
050,2,3,18,171,Indiana,Warren County,8434,8423,8449,8488,8518,-11,26,39,30,27,63,89,87,28,117,99,95,-1,-54,-10,-8,0,1,3,4,-10,77,49,35,-10,78,52,39,0,2,-3,-1,79,79,79,79,79,7.4679943101,10.509535337,10.231682935,13.86913229,11.690382004,11.172527343,-6.40113798,-1.180846667,-0.940844408,0.1185395922,0.3542540001,0.4704222039,9.1275486012,5.7861486686,4.1161942844,9.2460881935,6.1404026687,4.5866164883
050,2,3,18,173,Indiana,Warrick County,63892,63996,64657,65231,65867,104,661,574,636,158,640,591,584,193,754,733,673,-35,-114,-142,-89,0,22,69,73,127,738,667,659,127,760,736,732,12,15,-20,-7,936,936,937,937,937,9.9492433134,9.1001478197,8.9093655128,11.721452279,11.286646957,10.267128408,-1.772208965,-2.186499138,-1.357762895,0.3420052389,1.0624538064,1.1136706891,11.472721196,10.270386795,10.053547728,11.814726435,11.332840601,11.167218417
050,2,3,18,175,Indiana,Washington County,28168,28238,28138,28171,28205,70,-100,33,34,82,325,320,303,66,374,405,381,16,-49,-85,-78,0,5,13,12,50,-69,122,100,50,-64,135,112,4,13,-17,0,337,337,337,337,337,11.529728963,11.365856257,10.749255002,13.268057329,14.384911826,13.516389953,-1.738328367,-3.019055568,-2.767134951,0.1773804456,0.4617379105,0.4257130694,-2.447850149,4.3332326981,3.5476089116,-2.270469703,4.7949706086,3.973321981
050,2,3,18,177,Indiana,Wayne County,66541,66507,66435,66216,66127,-34,-72,-219,-89,206,745,771,748,247,1100,1040,943,-41,-355,-269,-195,0,47,72,83,-10,193,15,23,-10,240,87,106,17,43,-37,0,2151,2151,2145,2152,2152,11.207895172,11.624488319,11.303960164,16.548570053,15.680243647,14.250848175,-5.340674881,-4.055755328,-2.946888011,0.7070752659,1.0855553294,1.2543164353,2.9035218366,0.2261573603,0.3475816628,3.6105971025,1.3117126897,1.6018980981
050,2,3,18,179,Indiana,Wells County,28169,28155,28154,28298,28555,-14,-1,144,257,68,335,317,314,76,389,368,347,-8,-54,-51,-33,0,8,23,24,-10,29,181,266,-10,37,204,290,4,16,-9,0,464,464,464,464,464,11.89863077,11.230780132,11.046030992,13.816619013,13.037624885,12.2069196,-1.917988243,-1.806844753,-1.160888607,0.2841464064,0.8148515553,0.8442826236,1.0300307233,6.412527457,9.357465745,1.3141771298,7.2273790123,10.201748369
050,2,3,18,181,Indiana,White County,24698,24673,24643,24660,24917,-25,-30,17,257,67,250,329,423,87,333,328,311,-20,-83,1,112,0,17,72,85,-7,23,-49,60,-7,40,23,145,2,13,-7,0,224,224,224,224,224,10.13869738,13.346043851,17.064364524,13.50474491,13.305478368,12.546140347,-3.36604753,0.0405654828,4.5182241765,0.6894314219,2.9207147638,3.4290094197,0.932760159,-1.987708659,2.4204772374,1.6221915808,0.9330061051,5.8494866571
050,2,3,18,183,Indiana,Whitley County,34181,34329,34470,34577,34742,148,141,107,165,92,353,370,377,81,370,391,363,11,-17,-21,14,0,5,6,6,141,130,145,146,141,135,151,152,-4,23,-23,-1,335,335,335,335,335,10.261777061,10.717337466,10.877248662,10.75597029,11.325618781,10.473319003,-0.49419323,-0.608281316,0.4039296585,0.1453509499,0.1737946616,0.1731127108,3.7791246966,4.2000376555,4.2124092962,3.9244756464,4.3738323171,4.385522007
040,2,4,19,000,Iowa,Iowa,3190427,3190904,3197944,3199693,3207004,477,7040,1749,7311,9104,35887,36848,36898,8036,35499,35708,33119,1068,388,1140,3779,199,3701,9355,7112,-1270,1805,-7990,-3603,-1071,5506,1365,3509,480,1146,-756,23,98596,98575,98529,98261,97595,11.234263204,11.519253124,11.518571894,11.112801557,11.162871541,10.338868843,0.1214616469,0.3563815828,1.1797030514,1.158581328,2.9245172866,2.2201767931,0.5650470946,-2.497797234,-1.124760544,1.7236284225,0.426720053,1.0954162496
050,2,4,19,001,Iowa,Adair County,7497,7493,7524,7457,7389,-4,31,-67,-68,23,84,84,85,17,127,134,120,6,-43,-50,-35,0,4,6,4,-10,71,-18,-37,-10,75,-12,-33,0,-1,-5,0,157,157,157,158,162,11.187321036,11.214204659,11.450895864,16.914163948,17.88932648,16.165970632,-5.726842911,-6.675121821,-4.715074768,0.5327295732,0.8010146185,0.5388656877,9.4559499234,-2.403043856,-4.984507611,9.9886794966,-1.602029237,-4.445641924
050,2,4,19,003,Iowa,Adams County,3707,3709,3638,3601,3544,2,-71,-37,-57,13,43,41,39,9,52,61,56,4,-9,-20,-17,0,0,1,1,-2,-61,-18,-40,-2,-61,-17,-39,0,-1,0,-1,70,70,70,70,71,11.70545801,11.327531427,10.916724983,14.155437594,16.853156513,15.675297411,-2.449979584,-5.525625086,-4.758572428,0,0.2762812543,0.2799160252,-16.60541718,-4.973062578,-11.19664101,-16.60541718,-4.696781323,-10.91672498
050,2,4,19,005,Iowa,Allamakee County,14064,14071,13968,14018,14074,7,-103,50,56,63,189,189,177,50,207,162,155,13,-18,27,22,0,11,59,61,-9,-100,-31,-27,-9,-89,28,34,3,4,-5,0,226,226,226,229,200,13.481222583,13.506753377,12.601452371,14.765148543,11.57721718,11.035170155,-1.28392596,1.9295361967,1.5662822156,0.7846214202,4.2163939112,4.3428734159,-7.132922001,-2.215393411,-1.922255446,-6.348300581,2.0010005003,2.4206179695
050,2,4,19,007,Iowa,Appanoose County,12316,12287,12269,12141,12119,-29,-18,-128,-22,23,130,125,126,37,215,199,190,-14,-85,-74,-64,0,3,4,3,-15,61,-52,41,-15,64,-48,44,0,3,-6,-2,200,200,200,244,239,10.588043655,10.24170422,10.387469085,17.510995276,16.304793118,15.663643858,-6.922951621,-6.063088898,-5.276174773,0.244339469,0.327734535,0.2473206925,4.968235869,-4.260548955,3.3800494641,5.212575338,-3.93281442,3.6273701566
050,2,4,19,009,Iowa,Audubon County,5676,5683,5645,5575,5534,7,-38,-70,-41,18,53,62,61,13,89,85,83,5,-36,-23,-22,0,1,5,7,2,-7,-52,-25,2,-6,-47,-18,0,4,0,-1,101,101,101,102,98,9.3573446328,11.051693405,10.982086596,15.713276836,15.151515152,14.942839139,-6.355932203,-4.099821747,-3.960752543,0.1765536723,0.8912655971,1.2602394455,-1.235875706,-9.26916221,-4.500855162,-1.059322034,-8.377896613,-3.240615717
050,2,4,19,011,Iowa,Benton County,25584,25549,25738,25742,25796,-35,189,4,54,50,269,262,263,54,293,251,247,-4,-24,11,16,0,5,11,13,-33,200,-3,26,-33,205,8,39,2,8,-15,-1,320,320,320,325,331,10.489987716,10.178710179,10.206061547,11.425897401,9.7513597514,9.5851604641,-0.935909685,0.4273504274,0.6209010827,0.1949811843,0.4273504274,0.5044821297,7.7992473726,-0.116550117,1.0089642594,7.9942285569,0.3108003108,1.5134463891
050,2,4,19,013,Iowa,Black Hawk County,131143,131044,130576,130052,130471,-99,-468,-524,419,436,1602,1611,1629,365,1489,1513,1352,71,113,98,277,7,208,519,370,-199,-837,-1111,-226,-192,-629,-592,144,22,48,-30,-2,4484,4482,4469,4366,4366,12.246770125,12.362447627,12.505613708,11.382921795,11.610417914,10.379121997,0.8638483296,0.7520297128,2.1264917109,1.5900925006,3.9826879691,2.8404401915,-6.39859338,-8.525561336,-1.734971576,-4.808500879,-4.542873367,1.1054686151
050,2,4,19,015,Iowa,Boone County,26709,26698,26761,26579,26590,-11,63,-182,11,59,263,279,281,77,347,358,350,-18,-84,-79,-69,0,2,0,-1,-1,137,-94,83,-1,139,-94,82,8,8,-9,-2,736,736,736,737,755,9.8393161114,10.461192351,10.570069025,12.981911371,13.423322085,13.165566401,-3.14259526,-2.962129734,-2.595497376,0.0748236967,0,-0.037615904,5.1254232215,-3.52455943,3.1221200323,5.2002469182,-3.52455943,3.0845041283
050,2,4,19,017,Iowa,Bremer County,24990,25011,25118,25254,25307,21,107,136,53,63,237,247,250,69,295,265,256,-6,-58,-18,-6,0,21,40,24,20,132,131,37,20,153,171,61,7,12,-17,-2,1567,1567,1554,1571,1573,9.4556045403,9.8070356547,9.889044916,11.769634343,10.521718415,10.126381994,-2.314029803,-0.71468276,-0.237337078,0.837838377,1.5881839117,0.9493483119,5.2664126553,5.2013023108,1.4635786476,6.1042510323,6.7894862225,2.4129269595
050,2,4,19,019,Iowa,Buchanan County,20562,20605,20703,20689,20691,43,98,-14,2,67,274,250,254,46,236,233,223,21,38,17,31,0,14,33,29,17,32,-59,-59,17,46,-26,-30,5,14,-5,1,143,143,143,143,110,13.26619541,12.079628914,12.276462059,11.42635809,11.258214148,10.778153697,1.8398373196,0.8214147661,1.4983083615,0.677834802,1.5945110166,1.4016433059,1.5493366902,-2.850792424,-2.85161914,2.2271714922,-1.256281407,-1.449975834
050,2,4,19,021,Iowa,Buena Vista County,20825,20806,20790,20644,20567,-19,-16,-146,-77,58,310,298,304,54,188,188,181,4,122,110,123,6,60,149,122,-26,-200,-415,-323,-20,-140,-266,-201,-3,2,10,1,811,811,806,821,792,14.905279354,14.384322054,14.753342554,9.0393307049,9.0746729739,8.7840625076,5.8659486489,5.3096490805,5.9692800466,2.8848927782,7.1921610272,5.9207493145,-9.616309261,-20.03185789,-15.67542646,-6.731416482,-12.83969687,-9.754677149
050,2,4,19,023,Iowa,Butler County,14335,14333,14348,14246,14172,-2,15,-102,-74,40,130,150,152,37,202,208,192,3,-72,-58,-40,0,5,16,9,-7,75,-58,-42,-7,80,-42,-33,2,7,-2,-1,212,212,212,212,222,9.0652348244,10.491711548,10.697445281,14.085980266,14.54850668,13.51256246,-5.020745441,-4.056795132,-2.815117179,0.3486628779,1.1191158984,0.6334013653,5.229943168,-4.056795132,-2.955873038,5.5786060458,-2.937679233,-2.322471673
050,2,4,19,025,Iowa,Calhoun County,9931,9900,9895,9725,9763,-31,-5,-170,38,22,76,91,94,27,136,146,141,-5,-60,-55,-47,0,0,2,2,-26,54,-118,86,-26,54,-116,88,0,1,1,-3,706,706,706,703,694,7.6787067441,9.2762487258,9.6469622332,13.740843647,14.882772681,14.47044335,-6.062136903,-5.606523955,-4.823481117,0,0.2038735984,0.2052545156,5.4559232129,-12.0285423,8.8259441708,5.4559232129,-11.82466871,9.0311986864
050,2,4,19,027,Iowa,Carroll County,20759,20726,20740,20541,20522,-33,14,-199,-19,69,226,250,250,59,286,296,286,10,-60,-46,-36,0,11,18,26,-41,51,-165,-9,-41,62,-147,17,-2,12,-6,0,482,482,482,476,472,10.900496793,12.112109687,12.176411855,13.794433994,14.34073787,13.929815162,-2.893937202,-2.228628182,-1.753403307,0.5305551536,0.8720718975,1.2663468329,2.4598466213,-7.993992394,-0.438350827,2.9904017749,-7.121920496,0.8279960061
050,2,4,19,029,Iowa,Cass County,13134,13123,13089,13137,13130,-11,-34,48,-7,27,127,130,129,49,215,212,200,-22,-88,-82,-71,0,1,1,0,8,46,134,66,8,47,135,66,3,7,-5,-2,195,195,195,194,191,9.6902182207,9.9138259742,9.822210378,16.404700137,16.167162358,15.228233144,-6.714481917,-6.253336384,-5.406022766,0.0763009309,0.0762601998,0,3.5098428201,10.218866773,5.0253169376,3.586143751,10.295126973,5.0253169376
050,2,4,19,031,Iowa,Cedar County,18500,18495,18436,18353,18302,-5,-59,-83,-51,45,168,160,160,47,213,236,227,-2,-45,-76,-67,0,4,20,10,-6,-23,-18,5,-6,-19,2,15,3,5,-9,1,263,263,263,261,264,9.0980477106,8.6982521949,8.7300504706,11.535024776,12.829921988,12.385759105,-2.436977065,-4.131669793,-3.655708635,0.2166201836,1.0872815244,0.5456281544,-1.245566056,-0.978553372,0.2728140772,-1.028945872,0.1087281524,0.8184422316
050,2,4,19,033,Iowa,Cerro Gordo County,43129,43022,42761,42426,42406,-107,-261,-335,-20,111,420,446,449,146,609,594,546,-35,-189,-148,-97,0,14,52,30,-71,-112,-227,47,-71,-98,-175,77,-1,26,-12,0,1020,1020,1020,1010,1010,9.7921499598,10.471081268,10.585628065,14.198617442,13.945789851,12.872500943,-4.406467482,-3.474708582,-2.286872878,0.3264049987,1.2208435559,0.7072802716,-2.611239989,-5.329451677,1.1080724255,-2.284834991,-4.108608121,1.8153526971
050,2,4,19,035,Iowa,Cherokee County,11657,11656,11535,11490,11605,-1,-121,-45,115,31,131,124,125,36,179,180,174,-5,-48,-56,-49,0,0,-1,-1,3,-75,20,167,3,-75,19,166,1,2,-8,-2,401,401,401,402,407,11.297486094,10.770901194,10.824853864,15.437022983,15.635179153,15.068196579,-4.139536889,-4.864277959,-4.243342715,0,-0.086862106,-0.086598831,-6.46802639,1.7372421281,14.462004763,-6.46802639,1.6503800217,14.375405932
050,2,4,19,037,Iowa,Chickasaw County,12011,11988,11883,11728,11658,-23,-105,-155,-70,41,125,134,132,34,163,158,147,7,-38,-24,-15,0,-1,26,36,-29,-68,-158,-92,-29,-69,-132,-56,-1,2,1,1,201,201,201,207,208,10.47295882,11.35064165,11.288805268,13.656738302,13.383592393,12.571624049,-3.183779481,-2.032950743,-1.28281878,-0.083783671,2.2023633052,3.0787650731,-5.697289598,-13.38359239,-7.867955187,-5.781073269,-11.18122909,-4.789190114
050,2,4,19,039,Iowa,Clarke County,9754,9737,9756,9643,9588,-17,19,-113,-55,26,120,126,127,27,157,145,154,-1,-37,-19,-27,1,23,6,12,-18,27,-100,-41,-17,50,-94,-29,1,6,0,1,153,153,153,153,153,12.31211204,12.990360328,13.207841506,16.108346586,14.949224187,16.01580781,-3.796234546,-1.958863859,-2.807966304,2.3598214744,0.618588587,1.2479850242,2.770225209,-10.30980978,-4.263948833,5.1300466834,-9.691221197,-3.015963808
050,2,4,19,041,Iowa,Clay County,16380,16336,16454,16507,16511,-44,118,53,4,43,171,171,165,60,195,202,190,-17,-24,-31,-25,0,4,3,2,-27,132,90,27,-27,136,93,29,0,6,-9,0,276,276,276,272,267,10.430009149,10.375898789,9.9945484281,11.893870082,12.256909681,11.508873948,-1.463860933,-1.881010892,-1.514325519,0.2439768222,0.1820333121,0.1211460416,8.0512351327,5.4609993629,1.635471561,8.2952119549,5.643032675,1.7566176025
050,2,4,19,043,Iowa,Clayton County,17047,17033,17053,17057,16969,-14,20,4,-88,63,195,200,168,44,250,234,222,19,-55,-34,-54,0,4,21,15,-33,64,28,-49,-33,68,49,-34,0,7,-11,0,291,291,291,294,298,11.441647597,11.726766344,9.8748016223,14.668778971,13.720316623,13.048845001,-3.227131374,-1.993550279,-3.174043379,0.2347004635,1.2313104661,0.8816787163,3.7552074165,1.6417472882,-2.880150473,3.9899078801,2.8730577543,-1.998471757
050,2,4,19,045,Iowa,Clinton County,46459,46427,46483,46255,46158,-32,56,-228,-97,136,495,545,549,135,620,664,618,1,-125,-119,-69,0,10,14,5,-39,139,-103,-32,-39,149,-89,-27,6,32,-20,-1,641,641,641,643,636,10.655473038,11.753542237,11.881445251,13.346249058,14.31991201,13.374741649,-2.69077602,-2.566369773,-1.493296398,0.2152620816,0.3019258556,0.1082098839,2.992142934,-2.221311652,-0.692543257,3.2074050156,-1.919385797,-0.584333373
050,2,4,19,047,Iowa,Crawford County,16519,16484,16232,16129,16013,-35,-252,-103,-116,62,215,236,228,43,190,172,161,19,25,64,67,2,26,63,40,-53,-295,-232,-223,-51,-269,-169,-183,-3,-8,2,0,479,479,480,484,485,13.143416066,14.585457804,14.187044988,11.615111872,10.630079417,10.018044926,1.5283041937,3.9553783876,4.1690000622,1.5894363614,3.8935756003,2.488955261,-18.03398949,-14.33824665,-13.87592558,-16.44455312,-10.44467105,-11.38697032
050,2,4,19,049,Iowa,Dallas County,99732,100536,104174,108146,111092,804,3638,3972,2946,304,1343,1398,1413,172,605,623,599,132,738,775,814,2,133,335,218,721,2857,2774,1908,723,2990,3109,2126,-51,-90,88,6,711,711,712,722,715,13.12100044,13.168801809,12.890101169,5.9108006448,5.8685003768,5.4643811748,7.2101997948,7.3003014318,7.4257199938,1.29939915,3.1556141673,1.9887063374,27.912656929,26.130369254,17.405741705,29.212056079,29.285983421,19.394448043
050,2,4,19,051,Iowa,Davis County,9109,9111,9150,9147,9169,2,39,-3,22,30,161,152,154,22,100,88,88,8,61,64,66,0,3,25,32,-5,-31,-94,-76,-5,-28,-69,-44,-1,6,2,0,85,85,85,84,81,17.633207382,16.614745587,16.815898668,10.952302722,9.6190632344,9.609084953,6.6809046602,6.9956823523,7.2068137148,0.3285690816,2.7326884189,3.4942127102,-3.395213844,-10.27490845,-8.298755187,-3.066644762,-7.542220036,-4.804542477
050,2,4,19,053,Iowa,Decatur County,7640,7606,7668,7695,7665,-34,62,27,-30,11,85,85,86,22,95,107,98,-11,-10,-22,-12,0,6,18,9,-21,65,36,-26,-21,71,54,-17,-2,1,-5,-1,477,477,474,480,480,11.130024879,11.065547094,11.197916667,12.439439571,13.929571047,12.760416667,-1.309414692,-2.864023954,-1.5625,0.785648815,2.3432923257,1.171875,8.5111954956,4.6865846514,-3.385416667,9.2968443106,7.0298769772,-2.213541667
050,2,4,19,055,Iowa,Delaware County,17484,17458,17553,17607,17600,-26,95,54,-7,42,201,201,201,42,198,196,186,0,3,5,15,0,2,4,3,-24,79,54,-24,-24,81,58,-21,-2,11,-9,-1,239,239,239,243,241,11.482105624,11.433447099,11.418183884,11.310730913,11.149032992,10.566080609,0.1713747108,0.2844141069,0.8521032749,0.1142498072,0.2275312856,0.170420655,4.5128673845,3.0716723549,-1.36336524,4.6271171917,3.2992036405,-1.192944585
050,2,4,19,057,Iowa,Des Moines County,38910,38823,38506,38242,38253,-87,-317,-264,11,109,404,410,415,124,524,549,509,-15,-120,-139,-94,1,39,72,41,-74,-249,-185,64,-73,-210,-113,105,1,13,-12,0,525,525,525,521,531,10.448861359,10.684317507,10.850382378,13.552483544,14.306561735,13.30805935,-3.103622186,-3.622244228,-2.457676972,1.0086772104,1.8762703914,1.0719654879,-6.440016035,-4.820972533,1.6733119812,-5.431338825,-2.944702142,2.7452774691
050,2,4,19,059,Iowa,Dickinson County,17703,17767,17868,18048,18056,64,101,180,8,39,172,157,154,52,240,221,208,-13,-68,-64,-54,1,13,18,7,80,153,227,56,81,166,245,63,-4,3,-1,-1,310,310,310,314,319,9.653430616,8.7426216728,8.5309107024,13.469903185,12.306492928,11.522269001,-3.816472569,-3.563871255,-2.991358298,0.7296197559,1.0023387905,0.3877686683,8.5870632805,12.640605858,3.1021493463,9.3166830363,13.642944649,3.4899180146
050,2,4,19,061,Iowa,Dubuque County,99275,99308,98854,98715,98887,33,-454,-139,172,279,1074,1109,1115,231,1034,1113,1018,48,40,-4,97,1,51,183,105,-38,-584,-274,-31,-37,-533,-91,74,22,39,-44,1,4172,4171,4161,4214,4226,10.839616072,11.226457592,11.285310877,10.435905976,11.266949775,10.303539438,0.4037100958,-0.040492182,0.9817714396,0.5147303721,1.8525173484,1.0627422799,-5.894167398,-2.7737145,-0.313762006,-5.379437026,-0.921197151,0.7489802735
050,2,4,19,063,Iowa,Emmet County,9393,9347,9334,9214,9229,-46,-13,-120,15,21,91,107,95,36,144,135,124,-15,-53,-28,-29,0,3,-4,-4,-28,32,-88,49,-28,35,-92,45,-3,5,0,-1,371,371,371,378,376,9.7425191371,11.53763209,10.302011603,15.41673358,14.556825534,13.446836198,-5.674214442,-3.019193444,-3.144824595,0.3211819496,-0.431313349,-0.43376891,3.4259407955,-9.488893681,5.3136691428,3.747122745,-9.92020703,4.8799002332
050,2,4,19,065,Iowa,Fayette County,19510,19445,19295,19266,19210,-65,-150,-29,-56,68,182,198,205,63,290,273,262,5,-108,-75,-57,0,13,18,13,-63,-62,41,-11,-63,-49,59,2,-7,7,-13,-1,873,873,871,869,872,9.3959731544,10.26944322,10.655993347,14.971605576,14.159383833,13.618879301,-5.575632421,-3.889940614,-2.962885955,0.6711409396,0.9335857473,0.6757459195,-3.20082602,2.1265008688,-0.571785009,-2.52968508,3.060086616,0.1039609107
050,2,4,19,067,Iowa,Floyd County,15638,15604,15465,15348,15326,-34,-139,-117,-22,51,165,163,164,45,222,217,204,6,-57,-54,-40,0,-1,2,4,-36,-84,-64,15,-36,-85,-62,19,-4,3,-1,-1,215,215,215,215,215,10.621519843,10.579950021,10.693095129,14.290772152,14.084964139,13.301167112,-3.669252309,-3.505014117,-2.608071983,-0.064372848,0.1298153377,0.2608071983,-5.407319193,-4.154090806,0.9780269935,-5.47169204,-4.024275468,1.2388341918
050,2,4,19,069,Iowa,Franklin County,10019,10002,9952,9946,9875,-17,-50,-6,-71,36,146,128,130,29,170,137,122,7,-24,-9,8,0,-1,21,13,-24,-29,-17,-92,-24,-30,4,-79,0,4,-1,0,166,166,166,166,166,14.633657412,12.865614635,13.117400737,17.039190137,13.770228164,12.310176076,-2.405532725,-0.904613529,0.8072246607,-0.10023053,2.110764901,1.3117400737,-2.906685376,-1.708714444,-9.283083598,-3.006915907,0.4020504573,-7.971343525
050,2,4,19,071,Iowa,Fremont County,6600,6566,6583,6475,6458,-34,17,-108,-17,17,58,66,67,16,85,100,95,1,-27,-34,-28,0,0,2,1,-31,43,-80,9,-31,43,-78,10,-4,1,4,1,92,92,92,96,98,8.8219636474,10.108745597,10.361091781,12.928739828,15.316281207,14.691100286,-4.106776181,-5.20753561,-4.330008505,0,0.3063256241,0.1546431609,6.5404213248,-12.25302497,1.3917884482,6.5404213248,-11.94669934,1.5464316091
050,2,4,19,073,Iowa,Greene County,8764,8752,8724,8710,8584,-12,-28,-14,-126,23,83,87,89,21,120,135,129,2,-37,-48,-40,0,1,2,1,-14,2,36,-86,-14,3,38,-85,0,6,-4,-1,110,110,109,109,109,9.4987411307,9.9804978777,10.292587024,13.733119707,15.486979465,14.918468833,-4.234378576,-5.506481588,-4.625881809,0.1144426642,0.2294367328,0.1156470452,0.2288853285,4.1298611908,-9.945645889,0.3433279927,4.3592979236,-9.829998844
050,2,4,19,075,Iowa,Grundy County,12326,12333,12358,12355,12384,7,25,-3,29,34,123,140,141,32,165,159,149,2,-42,-19,-8,0,6,10,6,3,53,8,32,3,59,18,38,2,8,-2,-1,153,153,153,154,154,9.9631444656,11.330069194,11.399005619,13.365193795,12.867721442,12.04575771,-3.40204933,-1.537652248,-0.646752092,0.4860070471,0.8092906567,0.4850640689,4.2930622494,0.6474325254,2.5870083674,4.7790692965,1.4567231821,3.0720724362
050,2,4,19,077,Iowa,Guthrie County,10621,10612,10588,10681,10722,-9,-24,93,41,22,84,96,95,39,137,136,133,-17,-53,-40,-38,0,3,22,11,8,20,119,70,8,23,141,81,0,6,-8,-2,96,96,96,96,96,7.9245283019,9.0272227185,8.8772601972,12.924528302,12.788565518,12.428164276,-5,-3.761342799,-3.550904079,0.2830188679,2.0687385397,1.027893286,1.8867924528,11.189994828,6.5411390927,2.1698113208,13.258733368,7.5690323786
050,2,4,19,079,Iowa,Hamilton County,15037,15008,14863,14803,14729,-29,-145,-60,-74,39,153,175,181,50,207,204,194,-11,-54,-29,-13,0,2,9,15,-17,-96,-36,-77,-17,-94,-27,-62,-1,3,-4,1,237,237,237,242,245,10.244049412,11.798017933,12.257889747,13.859596264,13.753118048,13.138290668,-3.615546851,-1.955100115,-0.880400921,0.1339091426,0.606755208,1.0158472166,-6.427638847,-2.427020832,-5.214682378,-6.293729704,-1.820265624,-4.198835162
050,2,4,19,081,Iowa,Hancock County,10789,10754,10680,10651,10615,-35,-74,-29,-36,31,121,119,120,29,145,157,149,2,-24,-38,-29,0,4,12,15,-35,-57,1,-22,-35,-53,13,-7,-2,3,-4,0,191,191,191,183,192,11.29047308,11.157470348,11.285620239,13.529905757,14.720360039,14.012978463,-2.239432677,-3.562889691,-2.727358224,0.3732387795,1.1251230603,1.4107025299,-5.318652608,0.093760255,-2.069030377,-4.945413828,1.2188833154,-0.658327847
